case,method,task,threshold,roi_rows,hit_at_thr005,first_hit_rank_thr005,max_precision,mean_precision,max_precision_ge_thr005,mean_precision_ge_thr005,agg_precision,agg_recall,agg_iou,roi_source,correct,has_matching_correct
TCGA-62-A46U-01Z-00-DX1.5129535F-8B6A-4647-8A88-3EE125642874,CPathAgent,TCGA_LUNG_Classification,0.05,16,True,1.0,1.0,0.3929375,1.0,0.6963111111111111,0.347,0.3572,0.2136,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-62-A46V-01Z-00-DX1.631E54D0-9E57-4932-B4EF-81820E56A95B,CPathAgent,TCGA_LUNG_Classification,0.05,10,True,1.0,1.0,0.51798,1.0,0.7399714285714286,0.5222,0.1829,0.1567,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-62-A470-01Z-00-DX1.3983A979-E756-413C-941A-C8B83AD3BBA7,CPathAgent,TCGA_LUNG_Classification,0.05,2,True,1.0,0.5343,0.36135,0.5343,0.36135,0.1884,0.0205,0.0189,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-62-A471-01Z-00-DX1.51A235BB-7F67-4C0D-8B15-2E26116D8822,CPathAgent,TCGA_LUNG_Classification,0.05,6,True,2.0,0.6759,0.19326666666666667,0.6759,0.5798,0.2998,0.0744,0.0634,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-5128-01Z-00-DX1.7D6C6ABF-D035-4F48-811B-629A0B4AD597,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-5131-01Z-00-DX1.C1C3724A-D9FC-46D6-9D7B-9357A58ACAEF,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,1.0,0.801,0.488425,0.801,0.6512333333333333,0.2651,0.7765,0.2463,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-63-6202-01Z-00-DX1.A0A13923-E41B-4A6D-BC55-532D8E90DE0F,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-7020-01Z-00-DX1.33435AC2-9EBC-422C-89DB-962153E8F3F6,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-7021-01Z-00-DX1.568DD2DB-2196-4817-AA00-8843F9A24A62,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-7022-01Z-00-DX1.93EE6221-32E1-4E97-ABDB-E1814B655852,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-7023-01Z-00-DX1.B2435594-037A-40F2-B90F-60B76D2C859D,CPathAgent,TCGA_LUNG_Classification,0.05,9,True,1.0,0.8009,0.23095555555555558,0.8009,0.5196500000000001,0.1261,0.4775,0.1108,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-A5M9-01Z-00-DX1.4E04AC12-6DAC-4DA2-A991-AFCD42FA1CF2,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-A5MB-01Z-00-DX1.BA2648E1-4683-4992-A00C-96179C51A002,CPathAgent,TCGA_LUNG_Classification,0.05,9,True,2.0,1.0,0.5451555555555555,1.0,0.8111,0.3992,0.5159,0.2904,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-63-A5MG-01Z-00-DX1.EC6B6782-C52F-42B5-AD91-AB718B7EE1A6,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-A5MH-01Z-00-DX1.596077FF-9CE1-4EA7-9BB6-222C69872CA4,CPathAgent,TCGA_LUNG_Classification,0.05,3,True,1.0,0.6275,0.43483333333333324,0.6275,0.43483333333333324,0.1335,1.0,0.1335,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-A5MI-01Z-00-DX1.D9A91E42-FF46-4A88-90A0-2A0214634EB4,CPathAgent,TCGA_LUNG_Classification,0.05,8,True,1.0,0.5615,0.3037,0.5615,0.40493333333333337,0.1809,1.0,0.1809,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-A5MJ-01Z-00-DX1.4F060025-3A21-4FEB-8A63-F55A95BFBA30,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-A5ML-01Z-00-DX1.14703756-F6F7-4EEF-A462-7D40910AE04D,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,1.0,0.8971,0.4812,0.8971,0.6416000000000001,0.2119,0.4015,0.161,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-63-A5MM-01Z-00-DX1.F385687A-3741-4E73-87F1-D9B00B1B6186,CPathAgent,TCGA_LUNG_Classification,0.05,3,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-A5MN-01Z-00-DX1.34F9BFA5-847A-456B-8159-7993A0F78543,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-A5MP-01Z-00-DX1.BBA62567-2E99-4AE4-83DB-DCF044F21C5E,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-A5MR-01Z-00-DX1.CCF83112-AEEA-4F76-A43F-2AADE321CE68,CPathAgent,TCGA_LUNG_Classification,0.05,2,True,1.0,0.9315,0.61995,0.9315,0.61995,0.3089,0.4178,0.216,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-A5MS-01Z-00-DX1.F58D7779-B8E0-4086-AF14-256B812F83CE,CPathAgent,TCGA_LUNG_Classification,0.05,3,True,1.0,0.2255,0.1344,0.2255,0.2016,0.1129,0.2192,0.0805,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-A5MT-01Z-00-DX1.9F168173-804C-49CA-B157-7970CB55ED93,CPathAgent,TCGA_LUNG_Classification,0.05,2,False,,0.0003,0.00015,,,0.0003,0.0003,0.0002,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-A5MU-01Z-00-DX1.C80B700E-D924-4A6F-AC8E-D9C91D452A57,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,4.0,0.1387,0.034675,0.1387,0.1387,0.0749,0.1382,0.051,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-63-A5MV-01Z-00-DX1.72B97C7E-0AE9-468B-9E85-C98BA40CBBCB,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-63-A5MW-01Z-00-DX1.DEDF1D36-BBFA-4B25-BE54-262025F9F571,CPathAgent,TCGA_LUNG_Classification,0.05,2,True,1.0,0.3838,0.1919,0.3838,0.3838,0.0305,0.0442,0.0184,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-63-A5MY-01Z-00-DX1.D3753889-13DC-40D4-8845-22A168F35256,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,1.0,0.3701,0.173475,0.3701,0.34695,0.1254,1.0,0.1254,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-64-1676-01Z-00-DX1.3B8F1FAC-0FB2-45DE-AFA1-6ED451A4A61B,CPathAgent,TCGA_LUNG_Classification,0.05,3,True,1.0,0.9998,0.3571,0.9998,0.53565,0.1239,0.086,0.0535,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-64-1679-01Z-00-DX1.f9fd24ef-d51c-4530-9fb5-e8a8f09dba73,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,1.0,0.4382,0.1964,0.4382,0.26186666666666664,0.2117,0.2553,0.1309,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-64-1681-01Z-00-DX1.fb0244f6-51a8-4da2-b45c-38d8e02edab7,CPathAgent,TCGA_LUNG_Classification,0.05,3,True,1.0,0.7206,0.46146666666666664,0.7206,0.46146666666666664,0.3319,0.2367,0.1603,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-64-5774-01Z-00-DX1.5E3B95EB-BF45-4687-BCF7-AA2A41AA806C,CPathAgent,TCGA_LUNG_Classification,0.05,16,True,1.0,1.0,0.53328125,1.0,0.6563461538461538,0.3465,0.7279,0.3067,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-64-5775-01Z-00-DX1.9A338C1A-CDB6-41AF-B6D5-EDE608B5E3E1,CPathAgent,TCGA_LUNG_Classification,0.05,12,True,4.0,0.9945,0.18166666666666667,0.9945,0.5377500000000001,0.2484,0.4432,0.1893,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-64-5778-01Z-00-DX1.96C39819-8A65-4651-BE83-39959F6FAD05,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-64-5779-01Z-00-DX1.B3268447-DCE0-4927-B5A9-EC4D61E9B17D,CPathAgent,TCGA_LUNG_Classification,0.05,10,True,1.0,1.0,0.32136,1.0,0.4560142857142857,0.3095,0.1806,0.1287,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-64-5781-01Z-00-DX1.81474D4D-6B48-473F-BAA9-ABD75C9223C3,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,1.0,1.0,0.55365,1.0,0.7382,0.3779,0.1531,0.1223,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-66-2727-01Z-00-DX1.cab55166-3a9a-4f2e-9f7a-33859ab32d12,CPathAgent,TCGA_LUNG_Classification,0.05,3,True,2.0,0.0741,0.0247,0.0741,0.0741,0.038,0.028,0.0164,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-66-2734-01Z-00-DX1.2c23bc49-e2be-480a-b6a8-d3259a584930,CPathAgent,TCGA_LUNG_Classification,0.05,11,True,1.0,1.0,0.8138363636363638,1.0,0.8952200000000001,0.6375,0.5554,0.4221,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2737-01Z-00-DX1.3c508c22-fadc-4b05-ada4-b447b21e098c,CPathAgent,TCGA_LUNG_Classification,0.05,5,True,1.0,0.9962,0.5201,0.9962,0.6501250000000001,0.4516,0.1588,0.1331,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-66-2742-01Z-00-DX1.8fdd6990-a08c-457b-80e4-586c619a784e,CPathAgent,TCGA_LUNG_Classification,0.05,3,True,1.0,0.8404,0.4704333333333333,0.8404,0.70565,0.3471,0.1635,0.125,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2744-01Z-00-DX1.e67796a0-fc9e-4137-8cbf-fae91ea90a7c,CPathAgent,TCGA_LUNG_Classification,0.05,2,True,1.0,0.7016,0.3508,0.7016,0.7016,0.1397,0.081,0.0541,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-66-2753-01Z-00-DX1.ae9d8372-adb8-46f9-a140-2f0a1ddff579,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-66-2754-01Z-00-DX1.3cd19122-06f3-420e-9c3f-362225ff49eb,CPathAgent,TCGA_LUNG_Classification,0.05,1,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,,False
TCGA-66-2755-01Z-00-DX1.ccc904f0-4cd3-44a5-8b68-7272f2a7558f,CPathAgent,TCGA_LUNG_Classification,0.05,8,True,1.0,1.0,0.5603750000000001,1.0,0.6404285714285713,0.3376,0.216,0.1517,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2756-01Z-00-DX1.e6bda67d-2647-4751-9c16-b711933a1d6c,CPathAgent,TCGA_LUNG_Classification,0.05,9,True,1.0,1.0,0.48147777777777784,1.0,0.7222166666666667,0.3452,0.3421,0.2075,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2757-01Z-00-DX1.fa182184-fbf1-46ab-bdae-6f383441fd85,CPathAgent,TCGA_LUNG_Classification,0.05,8,True,1.0,0.8704,0.3155125,0.8704,0.631025,0.2048,0.6011,0.1803,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-66-2758-01Z-00-DX1.23611c66-bd21-47d1-abb0-2f3da38c377f,CPathAgent,TCGA_LUNG_Classification,0.05,15,True,1.0,0.988,0.5409733333333333,0.988,0.6762083333333333,0.5143,0.7963,0.4545,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-66-2759-01Z-00-DX1.10135ce3-22d5-4802-907d-057fe54f5554,CPathAgent,TCGA_LUNG_Classification,0.05,14,True,1.0,1.0,0.5813071428571428,1.0,0.7398454545454545,0.3388,0.5548,0.2664,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2763-01Z-00-DX1.99bc6dec-4e57-45bb-8d94-4dc38657d852,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,1.0,1.0,0.459975,1.0,0.6133000000000001,0.2703,0.2105,0.1342,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2765-01Z-00-DX1.c9d8b0f7-b2c8-45ea-8bd1-81e231fd6e91,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,1.0,0.2072,0.088675,0.2072,0.17735,0.0777,0.1095,0.0476,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-66-2766-01Z-00-DX1.05729d5f-7c12-44e1-9a61-90296f555e89,CPathAgent,TCGA_LUNG_Classification,0.05,5,True,1.0,1.0,0.6606,1.0,0.82575,0.3535,0.1199,0.0983,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-66-2767-01Z-00-DX1.7bcc7633-3e70-46e3-8689-542c23577ed1,CPathAgent,TCGA_LUNG_Classification,0.05,3,True,1.0,1.0,0.6254000000000001,1.0,0.6254000000000001,0.3982,0.1161,0.0988,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2768-01Z-00-DX1.02fadcc4-9d05-4b37-9114-d8e80c09ef1a,CPathAgent,TCGA_LUNG_Classification,0.05,10,True,1.0,0.9435,0.21466000000000002,0.9435,0.526175,0.0794,0.2999,0.067,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2769-01Z-00-DX1.101b6493-a7b3-42cf-ae2f-a90948f3fb8f,CPathAgent,TCGA_LUNG_Classification,0.05,7,True,1.0,1.0,0.5136857142857142,1.0,0.7191599999999999,0.3167,0.3945,0.2131,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2770-01Z-00-DX1.c11eb894-06a2-4bd0-92da-70fe024b07f1,CPathAgent,TCGA_LUNG_Classification,0.05,4,True,1.0,0.9208,0.402425,0.9208,0.5365666666666666,0.1664,0.1136,0.0724,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2770-01Z-00-DX2.58f25170-ac3a-471a-80a0-0586f2ae1669,CPathAgent,TCGA_LUNG_Classification,0.05,5,True,1.0,1.0,0.59292,1.0,0.74115,0.5351,0.4082,0.3013,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2771-01Z-00-DX1.b84a28ec-2726-4386-9445-0f5ca351d985,CPathAgent,TCGA_LUNG_Classification,0.05,3,True,1.0,1.0,0.7422,1.0,0.7422,0.6075,0.3182,0.2639,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2773-01Z-00-DX1.70fe76fc-749d-4720-a97e-40cd097f2340,CPathAgent,TCGA_LUNG_Classification,0.05,10,True,1.0,0.8957,0.28992,0.8957,0.7248,0.1926,0.1809,0.1029,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2777-01Z-00-DX1.78b3c4b0-e7e5-427b-b4d7-3ca9c5b7bbd6,CPathAgent,TCGA_LUNG_Classification,0.05,9,True,1.0,1.0,0.4291111111111111,1.0,0.7724,0.1901,0.4349,0.1525,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2778-01Z-00-DX1.5806ab4d-fdde-45b6-a131-fd5f71bcde0b,CPathAgent,TCGA_LUNG_Classification,0.05,6,True,1.0,0.9053,0.6033666666666667,0.9053,0.72404,0.3482,0.244,0.1675,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2780-01Z-00-DX1.895b75f9-6127-49f9-8106-0161b5de18ec,CPathAgent,TCGA_LUNG_Classification,0.05,5,True,1.0,0.9358,0.44955999999999996,0.9358,0.56195,0.3476,0.4244,0.2362,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2781-01Z-00-DX1.ed9ff5b7-7c66-4bf7-bfb5-ca48b9e1a54e,CPathAgent,TCGA_LUNG_Classification,0.05,11,True,1.0,1.0,0.3181181818181818,1.0,0.5758666666666667,0.2134,0.6145,0.1882,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2783-01Z-00-DX1.34df2ea9-f8d8-448e-bd54-02364f434355,CPathAgent,TCGA_LUNG_Classification,0.05,11,True,1.0,0.5695,0.1308090909090909,0.5695,0.35972499999999996,0.0875,0.2956,0.0724,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2785-01Z-00-DX1.b9439ee1-d22b-4ccd-b53b-ce7717a37a17,CPathAgent,TCGA_LUNG_Classification,0.05,13,True,3.0,0.1401,0.015130769230769229,0.1401,0.09555,0.0078,0.0429,0.0066,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,CPathAgent,TCGA_LUNG_Classification,0.05,7,True,1.0,0.9452,0.39475714285714286,0.9452,0.46055,0.2216,0.5641,0.1892,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-67-3770-01Z-00-DX1.4C14BE72-905C-4AAE-B07A-6437D98A23FA,CPathAgent,TCGA_LUNG_Classification,0.05,21,True,1.0,0.965,0.13695238095238094,0.965,0.31949999999999995,0.0927,0.2498,0.0725,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-67-3772-01Z-00-DX1.CB05C5CC-2801-4BB9-94A0-83E9005BCA2E,CPathAgent,TCGA_LUNG_Classification,0.05,5,True,3.0,0.2134,0.04536,0.2134,0.2134,0.0657,0.0973,0.0408,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-67-3773-01Z-00-DX1.3E9DFC22-E962-4C18-BF5B-27EBEA089F5D,CPathAgent,TCGA_LUNG_Classification,0.05,11,True,1.0,0.5132,0.13879090909090908,0.5132,0.381675,0.1286,0.647,0.1202,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-67-3774-01Z-00-DX1.FE85FDCB-91D2-47C5-8D13-D622A51A7BE0,CPathAgent,TCGA_LUNG_Classification,0.05,9,True,1.0,0.6083,0.16597777777777775,0.6083,0.2952,0.1368,0.4185,0.1149,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-67-4679-01Z-00-DX1.a3d84341-fed7-4235-a053-638ed5294954,CPathAgent,TCGA_LUNG_Classification,0.05,4,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-67-6216-01Z-00-DX1.04da6a64-bd3a-48ed-bc99-d651e00a1aa4,CPathAgent,TCGA_LUNG_Classification,0.05,7,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-67-6217-01Z-00-DX1.3fa5c69b-60d1-41fb-a86f-48f77d81285f,CPathAgent,TCGA_LUNG_Classification,0.05,12,True,2.0,1.0,0.305425,1.0,0.73302,0.2829,0.5531,0.2303,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7761-01Z-00-DX1.aa7ef5ef-8162-4961-a923-3a29646efba3,CPathAgent,TCGA_LUNG_Classification,0.05,13,True,5.0,1.0,0.28034615384615386,1.0,0.7289,0.3501,0.2816,0.1849,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7763-01Z-00-DX1.33203e8a-43e9-4e3e-98ba-1ac08b80a44f,CPathAgent,TCGA_LUNG_Classification,0.05,11,True,1.0,1.0,0.2006181818181818,1.0,0.5517,0.2606,0.6119,0.2236,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-69-7765-01Z-00-DX1.ac389366-febb-488c-9190-fe00bc07cd20,CPathAgent,TCGA_LUNG_Classification,0.05,14,True,2.0,0.6831,0.16712857142857146,0.6831,0.33151428571428576,0.1542,0.5001,0.1336,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7973-01Z-00-DX1.aefb015a-cb51-425f-a80f-cd51091a0ee3,CPathAgent,TCGA_LUNG_Classification,0.05,6,True,2.0,0.8682,0.4500666666666666,0.8682,0.6750999999999999,0.5291,0.397,0.2934,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7979-01Z-00-DX1.c9bc265d-4889-4333-9852-b8b535887f1e,CPathAgent,TCGA_LUNG_Classification,0.05,10,True,2.0,1.0,0.43235999999999997,1.0,0.4804,0.4661,0.3025,0.2247,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7980-01Z-00-DX1.8bbf8cc0-eca7-49e5-a022-c22e3e6ed6dc,CPathAgent,TCGA_LUNG_Classification,0.05,15,True,4.0,1.0,0.34995333333333334,1.0,0.7414571428571428,0.387,0.3858,0.2394,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-8253-01Z-00-DX1.631c741f-46bd-4d4b-8f6c-64787fb4c402,CPathAgent,TCGA_LUNG_Classification,0.05,10,True,1.0,1.0,0.6674300000000001,1.0,0.8342875000000001,0.4809,0.4726,0.313,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,CPathAgent,TCGA_LUNG_Classification,0.05,11,True,1.0,0.9979,0.26661818181818187,0.9979,0.365375,0.2663,0.2328,0.1418,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
