case,method,task,threshold,roi_rows,hit_at_thr005,first_hit_rank_thr005,max_precision,mean_precision,max_precision_ge_thr005,mean_precision_ge_thr005,agg_precision,agg_recall,agg_iou,roi_source,correct,has_matching_correct
TCGA-69-7761-01Z-00-DX1.aa7ef5ef-8162-4961-a923-3a29646efba3,slide_seek,TCGA_LUNG_Classification,0.05,4,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7763-01Z-00-DX1.33203e8a-43e9-4e3e-98ba-1ac08b80a44f,slide_seek,TCGA_LUNG_Classification,0.05,8,True,2.0,1.0,0.75,1.0,1.0,0.6643,0.0039,0.0039,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7764-01Z-00-DX1.be9fec48-68eb-4c27-a028-5315d7e368e0,slide_seek,TCGA_LUNG_Classification,0.05,21,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7765-01Z-00-DX1.ac389366-febb-488c-9190-fe00bc07cd20,slide_seek,TCGA_LUNG_Classification,0.05,23,True,10.0,1.0,0.5340565217391304,1.0,0.9448692307692308,0.5393,0.0116,0.0115,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-69-7973-01Z-00-DX1.aefb015a-cb51-425f-a80f-cd51091a0ee3,slide_seek,TCGA_LUNG_Classification,0.05,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0006,0.0006,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-7974-01Z-00-DX1.e4282067-fc3d-4fee-bae7-fe99000979d4,slide_seek,TCGA_LUNG_Classification,0.05,19,True,1.0,1.0,0.8617473684210527,1.0,0.9631294117647059,0.5761,0.0304,0.0297,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-69-7978-01Z-00-DX1.90a2bf2f-18e2-4bfe-b858-d2de619e2493,slide_seek,TCGA_LUNG_Classification,0.05,8,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-69-7979-01Z-00-DX1.c9bc265d-4889-4333-9852-b8b535887f1e,slide_seek,TCGA_LUNG_Classification,0.05,6,True,3.0,1.0,0.42921666666666664,1.0,0.8581333333333333,0.5151,0.014,0.0138,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-69-7980-01Z-00-DX1.8bbf8cc0-eca7-49e5-a022-c22e3e6ed6dc,slide_seek,TCGA_LUNG_Classification,0.05,20,True,13.0,1.0,0.22203,1.0,0.88812,0.3529,0.0012,0.0012,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-69-8253-01Z-00-DX1.631c741f-46bd-4d4b-8f6c-64787fb4c402,slide_seek,TCGA_LUNG_Classification,0.05,12,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0024,0.0024,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,slide_seek,TCGA_LUNG_Classification,0.05,13,True,1.0,1.0,0.6923076923076923,1.0,1.0,0.6282,0.0022,0.0022,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-69-8255-01Z-00-DX1.75d1666c-c088-405c-80da-52d84b990361,slide_seek,TCGA_LUNG_Classification,0.05,26,False,,0.0256,0.0019230769230769232,,,0.0048,0.0008,0.0007,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-69-8453-01Z-00-DX1.C472096B-95BA-42CD-ADEB-326C38F9DC95,slide_seek,TCGA_LUNG_Classification,0.05,26,True,3.0,1.0,0.34615384615384615,1.0,1.0,0.2963,0.0028,0.0028,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-69-A59K-01Z-00-DX1.01EAF520-9AC1-4ECC-8EF3-B9122924A1E3,slide_seek,TCGA_LUNG_Classification,0.05,24,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0047,0.0047,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-71-6725-01Z-00-DX1.b9e1d4aa-439d-481f-b24b-134c4e470f28,slide_seek,TCGA_LUNG_Classification,0.05,31,True,1.0,1.0,0.7652935483870967,1.0,0.9885041666666666,0.491,0.0017,0.0017,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-71-8520-01Z-00-DX1.EAE99132-A397-4B4D-8B09-CBB774A7B62F,slide_seek,TCGA_LUNG_Classification,0.05,17,True,1.0,1.0,0.5882352941176471,1.0,1.0,0.5834,0.0027,0.0027,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-73-4658-01Z-00-DX1.d5beb44f-9d76-485a-8af4-407b0f1a610e,slide_seek,TCGA_LUNG_Classification,0.05,13,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-73-4659-01Z-00-DX1.578400cd-d284-451b-8fdf-9f82c1458276,slide_seek,TCGA_LUNG_Classification,0.05,25,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-73-4662-01Z-00-DX1.76e23a15-0917-44ad-9181-50100d318003,slide_seek,TCGA_LUNG_Classification,0.05,11,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-73-4666-01Z-00-DX1.dd9c8922-ddd1-4674-8124-9e334532e47e,slide_seek,TCGA_LUNG_Classification,0.05,73,True,1.0,1.0,0.7867410958904111,1.0,0.973171186440678,0.5569,0.0725,0.0685,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-73-4668-01Z-00-DX1.3470b27e-210f-4ff3-9dde-69aa85faa9ee,slide_seek,TCGA_LUNG_Classification,0.05,33,True,3.0,1.0,0.7878787878787878,1.0,1.0,0.7681,0.0125,0.0125,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-73-4670-01Z-00-DX1.a92a23d5-01aa-45a2-9f83-4784cd65fd58,slide_seek,TCGA_LUNG_Classification,0.05,12,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-73-4675-01Z-00-DX1.1027587f-8ec4-4b8c-8768-ff7b669683e0,slide_seek,TCGA_LUNG_Classification,0.05,10,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0011,0.0011,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-73-4676-01Z-00-DX1.4d781bbc-a45e-4f9d-b6b6-2265282dff99,slide_seek,TCGA_LUNG_Classification,0.05,25,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-73-4677-01Z-00-DX1.b557785c-9ccc-42a7-bb54-7bb47638ddfc,slide_seek,TCGA_LUNG_Classification,0.05,11,True,1.0,1.0,0.45454545454545453,1.0,1.0,0.6172,0.0162,0.0161,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-73-7498-01Z-00-DX1.5313bba9-7f6a-49b4-8d6e-a0f46a04f189,slide_seek,TCGA_LUNG_Classification,0.05,36,True,2.0,1.0,0.682025,1.0,0.9443423076923078,0.1281,0.3253,0.1012,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-73-7499-01Z-00-DX1.81f5c1c1-3d40-4773-a1fb-e1f8eb9f6730,slide_seek,TCGA_LUNG_Classification,0.05,100,True,1.0,1.0,0.20556600000000003,1.0,0.7889346153846155,0.1392,0.0103,0.0097,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-73-A9RS-01Z-00-DX1.EDCEFE41-61E2-48C9-B8D5-28B55372E0CA,slide_seek,TCGA_LUNG_Classification,0.05,59,True,3.0,1.0,0.5763525423728814,1.0,1.0,0.5523,0.0057,0.0057,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-75-5122-01Z-00-DX1.627FD712-3881-44CC-83E0-6C4DFC6C88C1,slide_seek,TCGA_LUNG_Classification,0.05,30,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-75-5125-01Z-00-DX1.2E419CAF-E248-4959-951E-498D8054433E,slide_seek,TCGA_LUNG_Classification,0.05,22,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0141,0.0141,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-75-5126-01Z-00-DX1.164887F4-9986-415F-A94A-E40E92D80DA3,slide_seek,TCGA_LUNG_Classification,0.05,18,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-75-5146-01Z-00-DX1.4958A631-7E6F-4FBB-A1C3-B8F8368D46C5,slide_seek,TCGA_LUNG_Classification,0.05,5,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0738,0.0738,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-75-5147-01Z-00-DX1.3156FA5C-9737-4EAA-989C-FD578FBF15A1,slide_seek,TCGA_LUNG_Classification,0.05,12,True,1.0,1.0,0.42284999999999995,1.0,0.629025,0.4188,0.0874,0.078,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-75-6203-01Z-00-DX1.9796ACAB-9E1A-4BC5-B80C-4EC856FA14B7,slide_seek,TCGA_LUNG_Classification,0.05,6,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-75-6205-01Z-00-DX1.B75BC6BA-5196-4F62-BDA2-3F1D320ABD7C,slide_seek,TCGA_LUNG_Classification,0.05,8,False,,0.0,0.0,,,0.0,0.0,0.0,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-75-6206-01Z-00-DX1.63230D94-7015-4247-936D-E7ACD6692AB3,slide_seek,TCGA_LUNG_Classification,0.05,6,True,1.0,0.8426,0.37546666666666667,0.8426,0.5632,0.3755,0.0649,0.0585,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-75-6207-01Z-00-DX1.837B7B0F-424C-423B-9045-A905E7C1C54C,slide_seek,TCGA_LUNG_Classification,0.05,19,True,1.0,1.0,0.46966315789473684,1.0,0.89076,0.4054,0.1078,0.093,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-75-6211-01Z-00-DX1.3E7B5948-521E-48EE-9204-80F5713ECD25,slide_seek,TCGA_LUNG_Classification,0.05,45,True,12.0,0.4185,0.02349111111111111,0.4185,0.35236666666666666,0.0192,0.0417,0.0133,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-75-6212-01Z-00-DX1.FCB36956-DF6C-485D-8E7A-922A2BDAE669,slide_seek,TCGA_LUNG_Classification,0.05,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0186,0.0186,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-75-6214-01Z-00-DX1.00424C13-65B8-4872-81EB-EE207AB3F78C,slide_seek,TCGA_LUNG_Classification,0.05,5,True,1.0,1.0,0.6,1.0,1.0,0.6,0.0296,0.029,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-75-7025-01Z-00-DX1.284477D7-4F47-4084-A15C-0A7E9571E3DF,slide_seek,TCGA_LUNG_Classification,0.05,25,True,1.0,1.0,0.8097200000000001,1.0,0.8097200000000001,0.6603,0.2046,0.1851,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-75-7027-01Z-00-DX1.AC91B34F-DF67-4F95-B145-079A71A54E83,slide_seek,TCGA_LUNG_Classification,0.05,35,True,1.0,1.0,0.8976999999999999,1.0,0.9241029411764705,0.84,0.1884,0.1818,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-75-7030-01Z-00-DX1.5DDF24B5-00D1-4418-A067-A9B609E15314,slide_seek,TCGA_LUNG_Classification,0.05,31,True,17.0,1.0,0.13147419354838707,1.0,0.8151399999999999,0.1915,0.0234,0.0213,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-75-7031-01Z-00-DX1.B058D81B-E869-4AEA-8CAC-4B6264FB86A8,slide_seek,TCGA_LUNG_Classification,0.05,28,True,1.0,1.0,0.1904142857142857,1.0,0.8801333333333333,0.1438,0.0363,0.0298,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7145-01Z-00-DX1.ecde66bf-2de8-4e31-b3ab-4fed4f055dda,slide_seek,TCGA_LUNG_Classification,0.05,5,True,1.0,1.0,0.8,1.0,1.0,0.8,0.0014,0.0014,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7146-01Z-00-DX1.830209b2-94c5-4277-a7b6-b2f2634de0dc,slide_seek,TCGA_LUNG_Classification,0.05,8,True,1.0,1.0,0.9621875,1.0,0.9621875,0.8656,0.1942,0.1885,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7147-01Z-00-DX1.a9fd2c5d-b8f3-4524-bd64-6c3362ce373b,slide_seek,TCGA_LUNG_Classification,0.05,22,True,4.0,1.0,0.5837545454545455,1.0,0.9865153846153846,0.5838,0.0044,0.0044,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7148-01Z-00-DX1.aac94f79-77f2-45e6-b0c3-0b103fecbb22,slide_seek,TCGA_LUNG_Classification,0.05,15,True,1.0,0.9246,0.08690666666666666,0.9246,0.64465,0.1272,0.0218,0.019,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7149-01Z-00-DX1.1b83dbcb-0c9f-4e50-bb98-bf9a157052cf,slide_seek,TCGA_LUNG_Classification,0.05,11,True,2.0,1.0,0.9090909090909091,1.0,1.0,0.7672,0.0004,0.0004,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7150-01Z-00-DX1.46e6e65c-521c-49de-b106-419dc840b235,slide_seek,TCGA_LUNG_Classification,0.05,8,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0135,0.0135,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7152-01Z-00-DX1.a04f9d84-3304-402c-9c0c-f64545c14781,slide_seek,TCGA_LUNG_Classification,0.05,13,True,3.0,1.0,0.8462384615384616,1.0,1.0,0.1956,0.0031,0.003,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7153-01Z-00-DX1.5190321a-f1aa-4c6e-b4b9-6767b779682b,slide_seek,TCGA_LUNG_Classification,0.05,20,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0017,0.0017,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7154-01Z-00-DX1.596c20c2-e811-4b5e-961c-98343afcccde,slide_seek,TCGA_LUNG_Classification,0.05,5,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0061,0.0061,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7155-01Z-00-DX1.32258467-7550-4a1b-8df9-a869fb83e559,slide_seek,TCGA_LUNG_Classification,0.05,3,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004,0.0004,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7156-01Z-00-DX1.9f7c8eb9-73de-49be-a487-e1fd4411b7b5,slide_seek,TCGA_LUNG_Classification,0.05,9,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0017,0.0017,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7158-01Z-00-DX1.74db3dcd-2715-4ce7-8e48-30c8b7946ba0,slide_seek,TCGA_LUNG_Classification,0.05,16,True,1.0,1.0,1.0,1.0,1.0,1.0,0.1392,0.1392,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7159-01Z-00-DX1.399d865f-f4f9-4602-b15b-908be0afe459,slide_seek,TCGA_LUNG_Classification,0.05,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0003,0.0003,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7160-01Z-00-DX1.f40f6c04-74b1-4cef-aabc-cbafadbdf39f,slide_seek,TCGA_LUNG_Classification,0.05,38,True,1.0,1.0,0.3930868421052632,1.0,0.93358125,0.3823,0.003,0.003,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7161-01Z-00-DX1.646cf15a-5961-4728-b9fe-fe3fff11831f,slide_seek,TCGA_LUNG_Classification,0.05,49,True,1.0,1.0,0.8278367346938775,1.0,0.9658095238095238,0.6968,0.0048,0.0048,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7163-01Z-00-DX1.42880bdf-271d-41dd-aada-e7ec1156ff31,slide_seek,TCGA_LUNG_Classification,0.05,20,True,1.0,1.0,1.0,1.0,1.0,1.0,0.004,0.004,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7166-01Z-00-DX1.d19ad2d9-b006-4a13-ba54-2fec234c2373,slide_seek,TCGA_LUNG_Classification,0.05,32,True,8.0,1.0,0.78125,1.0,1.0,0.7857,0.003,0.003,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7167-01Z-00-DX1.f79e1a9b-a3eb-4c91-a1fd-7bb58b1620b1,slide_seek,TCGA_LUNG_Classification,0.05,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0002,0.0002,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7220-01Z-00-DX1.3df84ce0-4395-4c9e-ba62-76b55676a440,slide_seek,TCGA_LUNG_Classification,0.05,10,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0016,0.0016,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7535-01Z-00-DX1.c4ca06f3-22d1-4e39-85c8-98d1fa2b0e60,slide_seek,TCGA_LUNG_Classification,0.05,4,True,2.0,1.0,0.25,1.0,1.0,0.25,0.0022,0.0022,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7536-01Z-00-DX1.6b066140-8b82-40a5-bd48-430eeb4463fe,slide_seek,TCGA_LUNG_Classification,0.05,28,True,1.0,1.0,0.9642857142857143,1.0,1.0,0.9451,0.0338,0.0337,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7537-01Z-00-DX1.e5597e41-ebba-4d6f-8a1f-15cd81d8f026,slide_seek,TCGA_LUNG_Classification,0.05,13,True,1.0,1.0,0.8118461538461539,1.0,0.8118461538461539,0.8047,0.3463,0.3194,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7539-01Z-00-DX1.b838d859-2fb7-48d1-a442-d366ac404099,slide_seek,TCGA_LUNG_Classification,0.05,46,True,3.0,0.9456,0.031893478260869565,0.9456,0.7335499999999999,0.1562,0.2052,0.0973,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-7540-01Z-00-DX1.25c29857-0d5f-4e52-be0c-32c6686b653f,slide_seek,TCGA_LUNG_Classification,0.05,31,True,22.0,1.0,0.2903225806451613,1.0,1.0,0.2948,0.0046,0.0046,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7542-01Z-00-DX1.2ee042a6-11ee-4668-b254-44144fca4234,slide_seek,TCGA_LUNG_Classification,0.05,39,True,1.0,1.0,0.46993076923076926,1.0,0.8330590909090909,0.4845,0.0873,0.0799,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-7633-01Z-00-DX1.f0cd4825-eb92-4098-954a-fbb1e4851660,slide_seek,TCGA_LUNG_Classification,0.05,29,True,6.0,1.0,0.6558758620689656,1.0,1.0,0.7062,0.0042,0.0042,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-8640-01Z-00-DX1.6F929E56-34D5-45A6-8A9E-ACB4B88A68B1,slide_seek,TCGA_LUNG_Classification,0.05,57,True,11.0,1.0,0.7308140350877192,1.0,0.968753488372093,0.6946,0.0056,0.0056,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-8648-01Z-00-DX1.D3EAEF8E-E739-490F-BF48-A4796B0C0E7A,slide_seek,TCGA_LUNG_Classification,0.05,40,True,1.0,1.0,0.24894,1.0,0.99576,0.3371,0.0294,0.0278,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-78-8655-01Z-00-DX1.DC81D146-A4A6-411E-A5DC-C0689A8D445F,slide_seek,TCGA_LUNG_Classification,0.05,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0007,0.0007,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-8660-01Z-00-DX1.11E923ED-C01B-439D-8796-08C9E3DC2D93,slide_seek,TCGA_LUNG_Classification,0.05,41,True,1.0,1.0,0.9998439024390244,1.0,0.9998439024390244,0.9999,0.01,0.01,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-78-8662-01Z-00-DX1.754A4C57-B5FA-4077-99E4-F6EFA6459410,slide_seek,TCGA_LUNG_Classification,0.05,48,True,1.0,1.0,0.26581875,1.0,0.9113785714285715,0.3846,0.0049,0.0049,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-80-5607-01Z-00-DX1.94C9CF78-2F79-4A0B-8939-1CD9B915222D,slide_seek,TCGA_LUNG_Classification,0.05,11,True,1.0,1.0,0.9942909090909091,1.0,0.9942909090909091,0.9738,0.2601,0.2583,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-80-5608-01Z-00-DX1.CB85BA53-AF00-4C7D-8489-C2FF0F4F49AB,slide_seek,TCGA_LUNG_Classification,0.05,2,True,1.0,1.0,0.8346,1.0,0.8346,0.8346,0.0315,0.0313,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,slide_seek,TCGA_LUNG_Classification,0.05,81,True,1.0,1.0,0.25703580246913577,1.0,0.8327959999999999,0.2407,0.6067,0.2082,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-83-5908-01Z-00-DX1.381c8f82-61a0-4e9d-982d-1ad0af7bead9,slide_seek,TCGA_LUNG_Classification,0.05,16,True,1.0,1.0,0.6875,1.0,1.0,0.6576,0.0045,0.0045,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-86-6562-01Z-00-DX1.5dea3015-e606-4837-9f99-ac14f0aa091b,slide_seek,TCGA_LUNG_Classification,0.05,15,True,4.0,1.0,0.2443533333333333,1.0,0.6028666666666667,0.3803,0.3281,0.2138,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,True,True
TCGA-86-6851-01Z-00-DX1.0b13e600-fd7b-44a2-9ec2-26e9938fb7bc,slide_seek,TCGA_LUNG_Classification,0.05,8,True,1.0,1.0,0.9496,1.0,0.9496,0.9088,0.0879,0.0872,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
TCGA-86-7701-01Z-00-DX1.a8a6e71e-9fa9-42c6-a186-0ac7526e9960,slide_seek,TCGA_LUNG_Classification,0.05,7,True,1.0,1.0,0.5714285714285714,1.0,1.0,0.5714,0.0291,0.0285,/work/Agent_benchmark/slide_seek/post_eval/TCGA_LUNG_Classification/ROI/roi_overlap_results.csv,False,True
